"sample_id","video","label_key","synthetic","sample_index","second","overlay_path","frame_path","model_prediction","model_reason","assistant_draft_label","assistant_confidence","assistant_note","user_label","user_note","front_wall_ratio","front_floor_ratio","depth_front_score","fusion_front_score","mean_luma","dark_ratio","low_visibility","semantic_left_score","semantic_right_score","depth_left_score","depth_right_score","fusion_left_score","fusion_right_score"
"left_open_right_wall_02__t4_99","left_open_right_wall_02.mp4","left_open_right_wall","false","2","4.99","runs/gopro_dataset_v2_direction_analysis/left_open_right_wall_02/t4_99_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/left_open_right_wall_02/t4_99_frame.jpg","front_passable","passable","turn_left","medium","Scenario name says left side is the remaining route; review each frame.","turn_left","前方可以走一點再往左","0.3124","0.6676","0.1754","0.2955","136.94","0.0035","false","0.1103","0.9943","0.1837","0.5912","0.1837","0.9943"
"left_open_right_wall_02__t8_49","left_open_right_wall_02.mp4","left_open_right_wall","false","3","8.49","runs/gopro_dataset_v2_direction_analysis/left_open_right_wall_02/t8_49_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/left_open_right_wall_02/t8_49_frame.jpg","front_passable","passable","turn_left","medium","Scenario name says left side is the remaining route; review each frame.","turn_left","前方和左邊都可以行走","0.1299","0.8622","0.2567","0.2567","122.03","0.0073","false","0.109","0.6153","0.2917","0.4407","0.2917","0.6153"
"left_open_right_wall_02__t11_98","left_open_right_wall_02.mp4","left_open_right_wall","false","4","11.98","runs/gopro_dataset_v2_direction_analysis/left_open_right_wall_02/t11_98_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/left_open_right_wall_02/t11_98_frame.jpg","turn_left","semantic_wall_or_no_floor","turn_left","medium","Scenario name says left side is the remaining route; review each frame.","front_passable","這塊應該都要是可行區域","0.8423","0.0314","0.1191","0.8548","124.73","0.0059","false","0.6073","0.9082","0.3957","0.247","0.6073","0.9082"
"left_open_right_wall_03__t1_5","left_open_right_wall_03.mp4","left_open_right_wall","false","1","1.5","runs/gopro_dataset_v2_direction_analysis/left_open_right_wall_03/t01_5_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/left_open_right_wall_03/t01_5_frame.jpg","turn_right","semantic_wall_or_no_floor","turn_left","medium","Scenario name says left side is the remaining route; review each frame.","front_passable","前方可走，右邊也有區塊可以走","0.5202","0.2464","0.293","0.5033","129.25","0.0013","false","0.5423","0.297","0.4777","0.2278","0.5423","0.297"
"left_open_right_wall_03__t5_77","left_open_right_wall_03.mp4","left_open_right_wall","false","2","5.77","runs/gopro_dataset_v2_direction_analysis/left_open_right_wall_03/t5_77_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/left_open_right_wall_03/t5_77_frame.jpg","turn_right","semantic_wall_or_no_floor","turn_left","medium","Scenario name says left side is the remaining route; review each frame.","front_passable","","0.7846","0.034","0.256","0.8196","129.6","0.0003","false","0.9596","0.3347","0.4698","0.3684","0.9596","0.3684"
"left_open_right_wall_03__t10_04","left_open_right_wall_03.mp4","left_open_right_wall","false","3","10.04","runs/gopro_dataset_v2_direction_analysis/left_open_right_wall_03/t10_04_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/left_open_right_wall_03/t10_04_frame.jpg","turn_left","semantic_wall_or_no_floor","turn_left","medium","Scenario name says left side is the remaining route; review each frame.","turn_left","","0.5647","0.3628","0.0706","0.4788","140.01","0","false","0.3508","0.452","0.0175","0.5289","0.3508","0.5289"
"left_open_right_wall_03__t14_31","left_open_right_wall_03.mp4","left_open_right_wall","false","4","14.31","runs/gopro_dataset_v2_direction_analysis/left_open_right_wall_03/t14_31_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/left_open_right_wall_03/t14_31_frame.jpg","turn_left","semantic_wall_or_no_floor","turn_left","medium","Scenario name says left side is the remaining route; review each frame.","front_passable","","0.72","0.2393","0.2177","0.6571","127.92","0.007","false","0.8486","1.0","0.3261","0.5525","0.8486","1.0"
"right_open_left_wall_01__t1_5","right_open_left_wall_01.mp4","right_open_left_wall","false","1","1.5","runs/gopro_dataset_v2_direction_analysis/right_open_left_wall_01/t01_5_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/right_open_left_wall_01/t01_5_frame.jpg","front_passable","passable","turn_right","medium","Scenario name says right side is the remaining route; review each frame.","front_passable","","0.3402","0.5537","0.2068","0.3099","125.74","0.0131","false","0.2174","0.9184","0.4678","0.4998","0.4678","0.9184"
"right_open_left_wall_01__t4_13","right_open_left_wall_01.mp4","right_open_left_wall","false","2","4.13","runs/gopro_dataset_v2_direction_analysis/right_open_left_wall_01/t4_13_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/right_open_left_wall_01/t4_13_frame.jpg","front_passable","passable","turn_right","medium","Scenario name says right side is the remaining route; review each frame.","front_passable","","0.0367","0.694","0.093","0.093","109.21","0.0155","false","0.1866","0.4681","0.1941","0.4918","0.1941","0.4918"
"right_open_left_wall_01__t6_75","right_open_left_wall_01.mp4","right_open_left_wall","false","3","6.75","runs/gopro_dataset_v2_direction_analysis/right_open_left_wall_01/t6_75_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/right_open_left_wall_01/t6_75_frame.jpg","front_passable","passable","turn_right","medium","Scenario name says right side is the remaining route; review each frame.","front_passable","","0.0956","0.6717","0.0944","0.1073","126.76","0.0007","false","0.2664","0.1861","0.2269","0.4148","0.2664","0.4148"
"right_open_left_wall_01__t9_38","right_open_left_wall_01.mp4","right_open_left_wall","false","4","9.38","runs/gopro_dataset_v2_direction_analysis/right_open_left_wall_01/t9_38_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/right_open_left_wall_01/t9_38_frame.jpg","front_passable","passable","turn_right","medium","Scenario name says right side is the remaining route; review each frame.","front_passable","","0.062","0.8206","0.2517","0.2517","136.89","0.0048","false","0.1276","0.2211","0.4457","0.5543","0.4457","0.5543"
"right_open_left_wall_02__t1_5","right_open_left_wall_02.mp4","right_open_left_wall","false","1","1.5","runs/gopro_dataset_v2_direction_analysis/right_open_left_wall_02/t01_5_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/right_open_left_wall_02/t01_5_frame.jpg","front_passable","passable","turn_right","medium","Scenario name says right side is the remaining route; review each frame.","front_passable","","0.1772","0.754","0.1359","0.1359","135.08","0.0086","false","0.5252","0.0636","0.3795","0.1825","0.5252","0.1825"
"right_open_left_wall_02__t4_24","right_open_left_wall_02.mp4","right_open_left_wall","false","2","4.24","runs/gopro_dataset_v2_direction_analysis/right_open_left_wall_02/t4_24_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/right_open_left_wall_02/t4_24_frame.jpg","stop","semantic_wall_or_no_floor","turn_right","medium","Scenario name says right side is the remaining route; review each frame.","front_passable","前方可走並且等等會往右邊比較安全","0.9532","0.0295","0.2084","0.9486","138.02","0.0033","false","0.5856","0.6711","0.5272","0.3884","0.5856","0.6711"
"right_open_left_wall_02__t6_97","right_open_left_wall_02.mp4","right_open_left_wall","false","3","6.97","runs/gopro_dataset_v2_direction_analysis/right_open_left_wall_02/t6_97_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/right_open_left_wall_02/t6_97_frame.jpg","front_passable","passable","turn_right","medium","Scenario name says right side is the remaining route; review each frame.","front_passable","","0.2277","0","0.3261","0.4208","133.75","0.0084","false","0.7674","0.3916","0.5584","0.5066","0.7674","0.5066"
"right_open_left_wall_02__t9_71","right_open_left_wall_02.mp4","right_open_left_wall","false","4","9.71","runs/gopro_dataset_v2_direction_analysis/right_open_left_wall_02/t9_71_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/right_open_left_wall_02/t9_71_frame.jpg","stop","semantic_wall_or_no_floor","turn_right","medium","Scenario name says right side is the remaining route; review each frame.","front_passable","","0.8942","0","0.2185","0.9165","136.18","0.0018","false","0.9477","0.8994","0.5027","0.3664","0.9477","0.8994"
"front_wall_turn_left_01__t1_5","front_wall_turn_left_01.mp4","front_wall_turn_left","false","1","1.5","runs/gopro_dataset_v2_direction_analysis/front_wall_turn_left_01/t01_5_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/front_wall_turn_left_01/t01_5_frame.jpg","turn_right","semantic_wall_or_no_floor","turn_left","medium","Front wall requires moving around it from the left side; review each frame.","turn_left","","0.828","0","0.1319","0.8538","127.75","0.0003","false","1.0","0.2826","0.008","0.6951","1.0","0.6951"
"front_wall_turn_left_01__t4_47","front_wall_turn_left_01.mp4","front_wall_turn_left","false","2","4.47","runs/gopro_dataset_v2_direction_analysis/front_wall_turn_left_01/t4_47_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/front_wall_turn_left_01/t4_47_frame.jpg","turn_right","semantic_wall_or_no_floor","turn_left","medium","Front wall requires moving around it from the left side; review each frame.","turn_left","","0.7301","0.1668","0.0606","0.6951","132.7","0.0003","false","0.6672","0.4007","0.0087","0.5417","0.6672","0.5417"
"front_wall_turn_left_01__t7_44","front_wall_turn_left_01.mp4","front_wall_turn_left","false","3","7.44","runs/gopro_dataset_v2_direction_analysis/front_wall_turn_left_01/t7_44_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/front_wall_turn_left_01/t7_44_frame.jpg","stop","semantic_wall_or_no_floor","turn_left","medium","Front wall requires moving around it from the left side; review each frame.","turn_left","","0.7007","0.2828","0.0467","0.6168","134.41","0.0005","false","0.4934","0.5417","0.0167","0.4509","0.4934","0.5417"
"front_wall_turn_left_01__t10_41","front_wall_turn_left_01.mp4","front_wall_turn_left","false","4","10.41","runs/gopro_dataset_v2_direction_analysis/front_wall_turn_left_01/t10_41_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/front_wall_turn_left_01/t10_41_frame.jpg","turn_left","semantic_wall_or_no_floor","turn_left","medium","Front wall requires moving around it from the left side; review each frame.","turn_left","你床的部分也標註在可行區域","0.5422","0.4578","0.2638","0.4719","134.39","0.0043","false","0.0182","0.995","0.3044","0.6638","0.3044","0.995"
"front_wall_turn_right_01__t1_5","front_wall_turn_right_01.mp4","front_wall_turn_right","false","1","1.5","runs/gopro_dataset_v2_direction_analysis/front_wall_turn_right_01/t01_5_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/front_wall_turn_right_01/t01_5_frame.jpg","turn_right","semantic_wall_or_no_floor","turn_right","medium","Front wall requires moving around it from the right side; review each frame.","front_passable","","0.4104","0.0237","0.2211","0.5447","134.92","0.0117","false","0.9932","0.2371","0.4913","0.3452","0.9932","0.3452"
"front_wall_turn_right_01__t4_35","front_wall_turn_right_01.mp4","front_wall_turn_right","false","2","4.35","runs/gopro_dataset_v2_direction_analysis/front_wall_turn_right_01/t4_35_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/front_wall_turn_right_01/t4_35_frame.jpg","stop","semantic_wall_or_no_floor","turn_right","medium","Front wall requires moving around it from the right side; review each frame.","front_passable","","0.953","0","0.254","0.9625","136.75","0.0027","false","0.8991","0.9567","0.4932","0.448","0.8991","0.9567"
"front_wall_turn_right_01__t7_2","front_wall_turn_right_01.mp4","front_wall_turn_right","false","3","7.2","runs/gopro_dataset_v2_direction_analysis/front_wall_turn_right_01/t07_2_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/front_wall_turn_right_01/t07_2_frame.jpg","stop","semantic_wall_or_no_floor","turn_right","medium","Front wall requires moving around it from the right side; review each frame.","turn_right","","0.9921","0.0004","0.2085","0.9939","125.48","0.0107","false","0.9983","0.9448","0.3112","0.2162","0.9983","0.9448"
"front_wall_turn_right_01__t10_04","front_wall_turn_right_01.mp4","front_wall_turn_right","false","4","10.04","runs/gopro_dataset_v2_direction_analysis/front_wall_turn_right_01/t10_04_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/front_wall_turn_right_01/t10_04_frame.jpg","stop","depth_close_space","turn_right","medium","Front wall requires moving around it from the right side; review each frame.","front_passable","","0.0964","0.8989","0.4869","0.4869","128.51","0.005","false","0.0491","0.4016","0.5604","0.6051","0.5604","0.6051"
"front_wall_turn_right_02__t1_5","front_wall_turn_right_02.mp4","front_wall_turn_right","false","1","1.5","runs/gopro_dataset_v2_direction_analysis/front_wall_turn_right_02/t01_5_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/front_wall_turn_right_02/t01_5_frame.jpg","stop","semantic_wall_or_no_floor","turn_right","medium","Front wall requires moving around it from the right side; review each frame.","front_passable","","0.9992","0.0008","0.1814","0.999","139.02","0.0013","false","1.0","0.946","0.5753","0.1156","1.0","0.946"
"front_wall_turn_right_02__t3_61","front_wall_turn_right_02.mp4","front_wall_turn_right","false","2","3.61","runs/gopro_dataset_v2_direction_analysis/front_wall_turn_right_02/t3_61_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/front_wall_turn_right_02/t3_61_frame.jpg","stop","semantic_wall_or_no_floor","turn_right","medium","Front wall requires moving around it from the right side; review each frame.","front_passable","","1","0","0.1606","1","138.63","0.0013","false","1.0","0.9496","0.6071","0.0579","1.0","0.9496"
"front_wall_turn_right_02__t5_73","front_wall_turn_right_02.mp4","front_wall_turn_right","false","3","5.73","runs/gopro_dataset_v2_direction_analysis/front_wall_turn_right_02/t5_73_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/front_wall_turn_right_02/t5_73_frame.jpg","turn_right","semantic_wall_or_no_floor","turn_right","medium","Front wall requires moving around it from the right side; review each frame.","turn_right","","0.8292","0.1708","0.1588","0.777","134.71","0.0028","false","1.0","0.5359","0.548","0.1072","1.0","0.5359"
"front_wall_turn_right_02__t7_84","front_wall_turn_right_02.mp4","front_wall_turn_right","false","4","7.84","runs/gopro_dataset_v2_direction_analysis/front_wall_turn_right_02/t7_84_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/front_wall_turn_right_02/t7_84_frame.jpg","front_passable","passable","turn_right","medium","Front wall requires moving around it from the right side; review each frame.","turn_right","","0.4649","0.5255","0.2407","0.3996","123.56","0.015","false","0.9456","0.5141","0.5074","0.3739","0.9456","0.5141"
"front_blocked_no_route_01__t1_5","front_blocked_no_route_01.mp4","front_blocked_no_route","false","1","1.5","runs/gopro_dataset_v2_direction_analysis/front_blocked_no_route_01/t01_5_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/front_blocked_no_route_01/t01_5_frame.jpg","front_passable","passable","stop","high","Scenario name says front is blocked and there is no safe route.","stop","","0.2471","0.7277","0.1239","0.2362","133.9","0.0106","false","0.9456","0.0022","0.4572","0.1139","0.9456","0.1139"
"front_blocked_no_route_01__t3_28","front_blocked_no_route_01.mp4","front_blocked_no_route","false","2","3.28","runs/gopro_dataset_v2_direction_analysis/front_blocked_no_route_01/t3_28_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/front_blocked_no_route_01/t3_28_frame.jpg","turn_right","semantic_wall_or_no_floor","stop","high","Scenario name says front is blocked and there is no safe route.","stop","","0.7038","0.2714","0.1144","0.6302","130.9","0.0118","false","1.0","0.3453","0.44","0.1471","1.0","0.3453"
"front_blocked_no_route_01__t5_06","front_blocked_no_route_01.mp4","front_blocked_no_route","false","3","5.06","runs/gopro_dataset_v2_direction_analysis/front_blocked_no_route_01/t5_06_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/front_blocked_no_route_01/t5_06_frame.jpg","turn_right","semantic_wall_or_no_floor","stop","high","Scenario name says front is blocked and there is no safe route.","stop","","0.9417","0","0.097","0.9563","129.24","0.0116","false","0.9864","0.7805","0.4262","0.1162","0.9864","0.7805"
"front_blocked_no_route_01__t6_84","front_blocked_no_route_01.mp4","front_blocked_no_route","false","4","6.84","runs/gopro_dataset_v2_direction_analysis/front_blocked_no_route_01/t6_84_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/front_blocked_no_route_01/t6_84_frame.jpg","stop","semantic_wall_or_no_floor","stop","high","Scenario name says front is blocked and there is no safe route.","stop","","0.5017","0.0731","0.1777","0.5814","130.03","0.0164","false","0.8787","0.914","0.4246","0.2382","0.8787","0.914"
"front_blocked_no_route_02__t1_5","front_blocked_no_route_02.mp4","front_blocked_no_route","false","1","1.5","runs/gopro_dataset_v2_direction_analysis/front_blocked_no_route_02/t01_5_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/front_blocked_no_route_02/t01_5_frame.jpg","turn_left","semantic_wall_or_no_floor","stop","high","Scenario name says front is blocked and there is no safe route.","stop","","0.6968","0.0246","0.1369","0.759","132.54","0.0088","false","0.3701","1.0","0.175","0.4654","0.3701","1.0"
"front_blocked_no_route_02__t3_18","front_blocked_no_route_02.mp4","front_blocked_no_route","false","2","3.18","runs/gopro_dataset_v2_direction_analysis/front_blocked_no_route_02/t3_18_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/front_blocked_no_route_02/t3_18_frame.jpg","stop","semantic_wall_or_no_floor","stop","high","Scenario name says front is blocked and there is no safe route.","stop","","0.8489","0","0.1634","0.8821","129.93","0.0112","false","0.9204","0.9502","0.2781","0.4501","0.9204","0.9502"
"front_blocked_no_route_02__t4_86","front_blocked_no_route_02.mp4","front_blocked_no_route","false","3","4.86","runs/gopro_dataset_v2_direction_analysis/front_blocked_no_route_02/t4_86_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/front_blocked_no_route_02/t4_86_frame.jpg","turn_left","semantic_wall_or_no_floor","stop","high","Scenario name says front is blocked and there is no safe route.","stop","","0.5875","0","0.2314","0.6805","131.54","0.0098","false","0.6222","0.9607","0.297","0.4906","0.6222","0.9607"
"front_blocked_no_route_02__t6_54","front_blocked_no_route_02.mp4","front_blocked_no_route","false","4","6.54","runs/gopro_dataset_v2_direction_analysis/front_blocked_no_route_02/t6_54_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/front_blocked_no_route_02/t6_54_frame.jpg","turn_left","semantic_wall_or_no_floor","stop","high","Scenario name says front is blocked and there is no safe route.","stop","","0.5832","0","0.228","0.6788","131.23","0.0103","false","0.8124","0.9626","0.2731","0.4877","0.8124","0.9626"
"front_blocked_no_route_03__t1_5","front_blocked_no_route_03.mp4","front_blocked_no_route","false","1","1.5","runs/gopro_dataset_v2_direction_analysis/front_blocked_no_route_03/t01_5_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/front_blocked_no_route_03/t01_5_frame.jpg","stop","depth_close_space","stop","high","Scenario name says front is blocked and there is no safe route.","front_passable","","0.1022","0.851","0.3891","0.3891","135.3","0.0064","false","0.4409","0.2233","0.5114","0.6061","0.5114","0.6061"
"front_blocked_no_route_03__t3_93","front_blocked_no_route_03.mp4","front_blocked_no_route","false","2","3.93","runs/gopro_dataset_v2_direction_analysis/front_blocked_no_route_03/t3_93_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/front_blocked_no_route_03/t3_93_frame.jpg","front_passable","passable","stop","high","Scenario name says front is blocked and there is no safe route.","front_passable","","0.1605","0.8395","0.2192","0.2192","136.8","0.0043","false","0.6549","0.0392","0.3617","0.2119","0.6549","0.2119"
"front_blocked_no_route_03__t6_35","front_blocked_no_route_03.mp4","front_blocked_no_route","false","3","6.35","runs/gopro_dataset_v2_direction_analysis/front_blocked_no_route_03/t6_35_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/front_blocked_no_route_03/t6_35_frame.jpg","front_passable","passable","stop","high","Scenario name says front is blocked and there is no safe route.","stop","","0.3794","0.3679","0.1079","0.3693","127.03","0.0113","false","0.903","0.387","0.3804","0.189","0.903","0.387"
"front_blocked_no_route_03__t8_78","front_blocked_no_route_03.mp4","front_blocked_no_route","false","4","8.78","runs/gopro_dataset_v2_direction_analysis/front_blocked_no_route_03/t8_78_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/front_blocked_no_route_03/t8_78_frame.jpg","front_passable","passable","stop","high","Scenario name says front is blocked and there is no safe route.","stop","","0.2586","0.0203","0.2542","0.4327","134.18","0.0112","false","0.9446","0.3246","0.4644","0.2684","0.9446","0.3246"
"front_obstacle_left_route_01__t1_5","front_obstacle_left_route_01.mp4","front_obstacle_left_route","false","1","1.5","runs/gopro_dataset_v2_direction_analysis/front_obstacle_left_route_01/t01_5_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/front_obstacle_left_route_01/t01_5_frame.jpg","stop","semantic_wall_or_no_floor","turn_left","medium","Front obstacle with left side route; review each frame.","turn_left","","0.9104","0.0137","0.1654","0.9246","134.03","0.0019","false","0.9333","1.0","0.2099","0.518","0.9333","1.0"
"front_obstacle_left_route_01__t3_35","front_obstacle_left_route_01.mp4","front_obstacle_left_route","false","2","3.35","runs/gopro_dataset_v2_direction_analysis/front_obstacle_left_route_01/t3_35_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/front_obstacle_left_route_01/t3_35_frame.jpg","turn_right","semantic_wall_or_no_floor","turn_left","medium","Front obstacle with left side route; review each frame.","turn_left","","0.6558","0.0089","0.3236","0.7369","130.38","0.0039","false","0.9996","0.774","0.388","0.6805","0.9996","0.774"
"front_obstacle_left_route_01__t5_19","front_obstacle_left_route_01.mp4","front_obstacle_left_route","false","3","5.19","runs/gopro_dataset_v2_direction_analysis/front_obstacle_left_route_01/t5_19_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/front_obstacle_left_route_01/t5_19_frame.jpg","turn_left","semantic_wall_or_no_floor","turn_left","medium","Front obstacle with left side route; review each frame.","turn_left","","0.8447","0.0958","0.2246","0.8303","133.29","0.0084","false","0.6649","1.0","0.3177","0.5537","0.6649","1.0"
"front_obstacle_left_route_01__t7_04","front_obstacle_left_route_01.mp4","front_obstacle_left_route","false","4","7.04","runs/gopro_dataset_v2_direction_analysis/front_obstacle_left_route_01/t7_04_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/front_obstacle_left_route_01/t7_04_frame.jpg","front_passable","passable","turn_left","medium","Front obstacle with left side route; review each frame.","turn_left","","0.1989","0.7985","0.2185","0.2185","134.59","0.0027","false","0.1421","0.8628","0.3373","0.5466","0.3373","0.8628"
"front_obstacle_right_route_01__t1_47","front_obstacle_right_route_01.mp4","front_obstacle_right_route","false","1","1.47","runs/gopro_dataset_v2_direction_analysis/front_obstacle_right_route_01/t1_47_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/front_obstacle_right_route_01/t1_47_frame.jpg","turn_right","semantic_wall_or_no_floor","turn_right","medium","Front obstacle with right side route; review each frame.","turn_right","","0.8668","0.0356","0.165","0.8803","135.82","0.0121","false","1.0","0.6047","0.4643","0.2286","1.0","0.6047"
"front_obstacle_right_route_01__t3_11","front_obstacle_right_route_01.mp4","front_obstacle_right_route","false","2","3.11","runs/gopro_dataset_v2_direction_analysis/front_obstacle_right_route_01/t3_11_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/front_obstacle_right_route_01/t3_11_frame.jpg","stop","semantic_wall_or_no_floor","turn_right","medium","Front obstacle with right side route; review each frame.","turn_right","","0.9042","0","0.1532","0.9258","134.15","0.0113","false","0.9215","0.8481","0.4743","0.1939","0.9215","0.8481"
"front_obstacle_right_route_01__t4_74","front_obstacle_right_route_01.mp4","front_obstacle_right_route","false","3","4.74","runs/gopro_dataset_v2_direction_analysis/front_obstacle_right_route_01/t4_74_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/front_obstacle_right_route_01/t4_74_frame.jpg","turn_left","semantic_wall_or_no_floor","turn_right","medium","Front obstacle with right side route; review each frame.","turn_right","","0.7605","0","0.3232","0.8197","133.39","0.0027","false","0.5636","1.0","0.7127","0.359","0.7127","1.0"
"front_obstacle_right_route_01__t6_37","front_obstacle_right_route_01.mp4","front_obstacle_right_route","false","4","6.37","runs/gopro_dataset_v2_direction_analysis/front_obstacle_right_route_01/t6_37_fusion_overlay.jpg","runs/gopro_dataset_v2_direction_analysis/front_obstacle_right_route_01/t6_37_frame.jpg","stop","semantic_wall_or_no_floor","turn_right","medium","Front obstacle with right side route; review each frame.","front_passable","","0.9339","0.0087","0.2651","0.9456","135.83","0.0027","false","1.0","0.9211","0.4651","0.452","1.0","0.9211"
